Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 2, 2022 7:00 AM;Jan 2, 2022 8:00 AM;42,685.25;44,183.25;1,498.00;16,606.75
Jan 2, 2022 8:00 AM;Jan 2, 2022 9:00 AM;45,866.75;47,024.00;1,157.25;17,167.25
Jan 2, 2022 9:00 AM;Jan 2, 2022 10:00 AM;48,807.25;49,875.00;1,067.75;18,033.50
Jan 2, 2022 10:00 AM;Jan 2, 2022 11:00 AM;51,074.50;52,049.00;974.50;16,690.75
Jan 2, 2022 11:00 AM;Jan 2, 2022 12:00 PM;54,160.00;55,016.50;856.50;16,218.25
Jan 2, 2022 12:00 PM;Jan 2, 2022 1:00 PM;55,069.75;55,971.50;901.75;14,776.00
Jan 2, 2022 1:00 PM;Jan 2, 2022 2:00 PM;53,846.50;55,373.25;1,526.75;13,527.50
Jan 2, 2022 2:00 PM;Jan 2, 2022 3:00 PM;53,191.25;54,830.50;1,639.25;12,788.75
Jan 2, 2022 3:00 PM;Jan 2, 2022 4:00 PM;53,736.50;55,536.75;1,800.25;13,275.00
Jan 2, 2022 4:00 PM;Jan 2, 2022 5:00 PM;56,035.75;57,621.00;1,585.25;15,073.25
Jan 2, 2022 5:00 PM;Jan 2, 2022 6:00 PM;59,134.00;59,957.00;823.00;16,888.25
Jan 2, 2022 6:00 PM;Jan 2, 2022 7:00 PM;59,316.00;59,777.50;461.50;16,561.50
Jan 2, 2022 7:00 PM;Jan 2, 2022 8:00 PM;57,902.00;58,978.50;1,076.50;16,214.75
Jan 2, 2022 8:00 PM;Jan 2, 2022 9:00 PM;55,313.25;56,893.00;1,579.75;14,401.00
Jan 2, 2022 9:00 PM;Jan 2, 2022 10:00 PM;52,960.25;54,417.00;1,456.75;13,673.25
Jan 2, 2022 10:00 PM;Jan 2, 2022 11:00 PM;51,425.50;53,703.00;2,277.50;14,745.00
Jan 2, 2022 11:00 PM;Jan 3, 2022 12:00 AM;48,334.50;50,360.00;2,025.50;12,435.00
Jan 3, 2022 12:00 AM;Jan 3, 2022 1:00 AM;45,815.25;49,204.75;3,389.50;10,849.25
Jan 3, 2022 1:00 AM;Jan 3, 2022 2:00 AM;44,057.00;48,308.50;4,251.50;11,282.00
Jan 3, 2022 2:00 AM;Jan 3, 2022 3:00 AM;42,981.25;47,220.25;4,239.00;10,812.00
Jan 3, 2022 3:00 AM;Jan 3, 2022 4:00 AM;43,514.50;47,793.00;4,278.50;12,125.00
Jan 3, 2022 4:00 AM;Jan 3, 2022 5:00 AM;44,990.00;48,294.75;3,304.75;12,012.00
Jan 3, 2022 5:00 AM;Jan 3, 2022 6:00 AM;48,821.50;50,347.25;1,525.75;11,719.00
Jan 3, 2022 6:00 AM;Jan 3, 2022 7:00 AM;55,943.25;57,164.25;1,221.00;13,583.00
Jan 3, 2022 7:00 AM;Jan 3, 2022 8:00 AM;62,190.75;62,777.50;586.75;18,418.25
Jan 3, 2022 8:00 AM;Jan 3, 2022 9:00 AM;65,713.25;66,067.25;354.00;22,789.25
Jan 3, 2022 9:00 AM;Jan 3, 2022 10:00 AM;67,137.50;67,301.00;163.50;23,596.25
Jan 3, 2022 10:00 AM;Jan 3, 2022 11:00 AM;68,584.00;68,789.00;205.00;23,402.50
Jan 3, 2022 11:00 AM;Jan 3, 2022 12:00 PM;70,182.50;70,714.00;531.50;23,104.50
Jan 3, 2022 12:00 PM;Jan 3, 2022 1:00 PM;70,809.25;71,558.50;749.25;23,602.25
Jan 3, 2022 1:00 PM;Jan 3, 2022 2:00 PM;69,990.50;70,671.00;680.50;24,481.75
Jan 3, 2022 2:00 PM;Jan 3, 2022 3:00 PM;68,955.25;69,651.50;696.25;25,796.75
Jan 3, 2022 3:00 PM;Jan 3, 2022 4:00 PM;67,996.75;68,057.25;60.50;28,038.50
Jan 3, 2022 4:00 PM;Jan 3, 2022 5:00 PM;68,686.00;68,900.00;214.00;29,974.25
Jan 3, 2022 5:00 PM;Jan 3, 2022 6:00 PM;71,092.00;71,301.75;209.75;33,010.75
Jan 3, 2022 6:00 PM;Jan 3, 2022 7:00 PM;70,851.25;70,965.00;113.75;32,790.75
Jan 3, 2022 7:00 PM;Jan 3, 2022 8:00 PM;68,832.75;68,968.75;136.00;32,305.00
Jan 3, 2022 8:00 PM;Jan 3, 2022 9:00 PM;64,742.50;65,120.50;378.00;30,490.50
Jan 3, 2022 9:00 PM;Jan 3, 2022 10:00 PM;60,905.00;62,707.25;1,802.25;28,289.25
Jan 3, 2022 10:00 PM;Jan 3, 2022 11:00 PM;58,051.75;60,539.50;2,487.75;27,626.50
Jan 3, 2022 11:00 PM;Jan 4, 2022 12:00 AM;54,269.25;56,360.00;2,090.75;25,916.50
Jan 4, 2022 12:00 AM;Jan 4, 2022 1:00 AM;51,191.00;54,808.50;3,617.50;24,466.75
Jan 4, 2022 1:00 AM;Jan 4, 2022 2:00 AM;48,913.50;53,378.50;4,465.00;23,763.25
Jan 4, 2022 2:00 AM;Jan 4, 2022 3:00 AM;48,107.00;52,341.50;4,234.50;25,202.75
Jan 4, 2022 3:00 AM;Jan 4, 2022 4:00 AM;48,576.75;52,349.00;3,772.25;27,394.50
Jan 4, 2022 4:00 AM;Jan 4, 2022 5:00 AM;49,886.50;52,964.00;3,077.50;30,929.75
Jan 4, 2022 5:00 AM;Jan 4, 2022 6:00 AM;52,648.75;54,891.50;2,242.75;34,924.25
Jan 4, 2022 6:00 AM;Jan 4, 2022 7:00 AM;58,229.00;59,017.75;788.75;40,914.00
Jan 4, 2022 7:00 AM;Jan 4, 2022 8:00 AM;63,231.50;63,777.50;546.00;46,585.75
Jan 4, 2022 8:00 AM;Jan 4, 2022 9:00 AM;66,766.50;66,959.00;192.50;50,843.75
Jan 4, 2022 9:00 AM;Jan 4, 2022 10:00 AM;68,156.25;68,203.50;47.25;52,909.75
Jan 4, 2022 10:00 AM;Jan 4, 2022 11:00 AM;68,967.75;69,045.50;77.75;52,412.25
Jan 4, 2022 11:00 AM;Jan 4, 2022 12:00 PM;70,204.75;70,313.25;108.50;52,725.00
Jan 4, 2022 12:00 PM;Jan 4, 2022 1:00 PM;70,506.50;70,557.25;50.75;51,526.25
Jan 4, 2022 1:00 PM;Jan 4, 2022 2:00 PM;69,425.00;69,796.25;371.25;49,275.75
Jan 4, 2022 2:00 PM;Jan 4, 2022 3:00 PM;68,840.25;69,163.25;323.00;48,916.75
Jan 4, 2022 3:00 PM;Jan 4, 2022 4:00 PM;68,555.75;68,818.50;262.75;48,198.25
Jan 4, 2022 4:00 PM;Jan 4, 2022 5:00 PM;69,369.75;69,474.00;104.25;48,505.50
Jan 4, 2022 5:00 PM;Jan 4, 2022 6:00 PM;70,844.25;70,931.75;87.50;49,178.75
Jan 4, 2022 6:00 PM;Jan 4, 2022 7:00 PM;70,537.75;70,629.25;91.50;48,821.75
Jan 4, 2022 7:00 PM;Jan 4, 2022 8:00 PM;69,072.00;69,217.00;145.00;46,720.00
Jan 4, 2022 8:00 PM;Jan 4, 2022 9:00 PM;65,302.00;65,388.25;86.25;42,724.25
Jan 4, 2022 9:00 PM;Jan 4, 2022 10:00 PM;62,133.00;62,381.50;248.50;39,755.75
Jan 4, 2022 10:00 PM;Jan 4, 2022 11:00 PM;59,178.75;59,896.75;718.00;36,937.50
Jan 4, 2022 11:00 PM;Jan 5, 2022 12:00 AM;55,609.00;57,616.50;2,007.50;32,815.25
Jan 5, 2022 12:00 AM;Jan 5, 2022 1:00 AM;52,945.25;55,845.00;2,899.75;29,218.50
Jan 5, 2022 1:00 AM;Jan 5, 2022 2:00 AM;50,996.50;55,693.50;4,697.00;25,596.75
Jan 5, 2022 2:00 AM;Jan 5, 2022 3:00 AM;50,078.75;55,351.75;5,273.00;22,496.25
Jan 5, 2022 3:00 AM;Jan 5, 2022 4:00 AM;51,077.00;56,119.75;5,042.75;21,348.50
Jan 5, 2022 4:00 AM;Jan 5, 2022 5:00 AM;52,698.75;57,164.75;4,466.00;21,666.75
Jan 5, 2022 5:00 AM;Jan 5, 2022 6:00 AM;56,028.25;59,720.25;3,692.00;23,170.25
Jan 5, 2022 6:00 AM;Jan 5, 2022 7:00 AM;61,976.50;63,019.25;1,042.75;26,690.25
Jan 5, 2022 7:00 AM;Jan 5, 2022 8:00 AM;67,623.00;68,331.00;708.00;30,582.75
Jan 5, 2022 8:00 AM;Jan 5, 2022 9:00 AM;70,964.50;71,386.25;421.75;32,406.50
Jan 5, 2022 9:00 AM;Jan 5, 2022 10:00 AM;72,425.75;72,652.75;227.00;31,715.25
Jan 5, 2022 10:00 AM;Jan 5, 2022 11:00 AM;73,534.75;74,811.25;1,276.50;29,237.50
Jan 5, 2022 11:00 AM;Jan 5, 2022 12:00 PM;75,146.25;76,774.25;1,628.00;28,057.25
Jan 5, 2022 12:00 PM;Jan 5, 2022 1:00 PM;74,969.00;77,414.00;2,445.00;26,242.25
Jan 5, 2022 1:00 PM;Jan 5, 2022 2:00 PM;74,232.25;75,970.50;1,738.25;25,766.75
Jan 5, 2022 2:00 PM;Jan 5, 2022 3:00 PM;72,741.75;73,552.00;810.25;26,554.00
Jan 5, 2022 3:00 PM;Jan 5, 2022 4:00 PM;71,924.25;72,166.00;241.75;28,760.25
Jan 5, 2022 4:00 PM;Jan 5, 2022 5:00 PM;72,544.25;72,777.75;233.50;31,858.50
Jan 5, 2022 5:00 PM;Jan 5, 2022 6:00 PM;74,558.75;74,913.50;354.75;35,635.75
Jan 5, 2022 6:00 PM;Jan 5, 2022 7:00 PM;74,150.25;74,513.50;363.25;35,710.00
Jan 5, 2022 7:00 PM;Jan 5, 2022 8:00 PM;72,137.50;73,035.25;897.75;34,432.00
Jan 5, 2022 8:00 PM;Jan 5, 2022 9:00 PM;68,141.50;69,480.50;1,339.00;32,106.50
Jan 5, 2022 9:00 PM;Jan 5, 2022 10:00 PM;64,745.75;67,432.75;2,687.00;30,651.50
Jan 5, 2022 10:00 PM;Jan 5, 2022 11:00 PM;61,580.00;64,440.25;2,860.25;29,228.00
Jan 5, 2022 11:00 PM;Jan 6, 2022 12:00 AM;58,020.00;60,735.00;2,715.00;26,869.25
Jan 6, 2022 12:00 AM;Jan 6, 2022 1:00 AM;55,305.25;59,166.75;3,861.50;25,624.00
Jan 6, 2022 1:00 AM;Jan 6, 2022 2:00 AM;54,147.25;57,595.50;3,448.25;26,515.25
Jan 6, 2022 2:00 AM;Jan 6, 2022 3:00 AM;53,065.75;56,560.50;3,494.75;27,030.00
Jan 6, 2022 3:00 AM;Jan 6, 2022 4:00 AM;52,570.25;55,978.25;3,408.00;28,917.75
Jan 6, 2022 4:00 AM;Jan 6, 2022 5:00 AM;53,199.00;55,582.50;2,383.50;31,596.25
Jan 6, 2022 5:00 AM;Jan 6, 2022 6:00 AM;54,861.75;56,291.75;1,430.00;35,311.75
Jan 6, 2022 6:00 AM;Jan 6, 2022 7:00 AM;58,568.25;59,223.00;654.75;41,529.50
Jan 6, 2022 7:00 AM;Jan 6, 2022 8:00 AM;63,029.00;63,108.25;79.25;48,828.50
Jan 6, 2022 8:00 AM;Jan 6, 2022 9:00 AM;65,252.50;65,446.00;193.50;53,006.75
Jan 6, 2022 9:00 AM;Jan 6, 2022 10:00 AM;66,288.00;66,400.50;112.50;53,784.00
Jan 6, 2022 10:00 AM;Jan 6, 2022 11:00 AM;66,761.50;66,869.25;107.75;52,429.00
Jan 6, 2022 11:00 AM;Jan 6, 2022 12:00 PM;67,316.25;67,507.50;191.25;51,144.50
Jan 6, 2022 12:00 PM;Jan 6, 2022 1:00 PM;66,664.50;66,809.00;144.50;49,852.75
Jan 6, 2022 1:00 PM;Jan 6, 2022 2:00 PM;65,227.75;65,603.75;376.00;49,432.00
Jan 6, 2022 2:00 PM;Jan 6, 2022 3:00 PM;63,837.00;64,082.75;245.75;51,476.00
Jan 6, 2022 3:00 PM;Jan 6, 2022 4:00 PM;63,358.00;63,587.75;229.75;55,027.75
Jan 6, 2022 4:00 PM;Jan 6, 2022 5:00 PM;64,604.50;64,785.25;180.75;56,462.50
Jan 6, 2022 5:00 PM;Jan 6, 2022 6:00 PM;68,408.75;68,432.50;23.75;56,416.75
Jan 6, 2022 6:00 PM;Jan 6, 2022 7:00 PM;68,862.25;69,040.50;178.25;53,516.25
Jan 6, 2022 7:00 PM;Jan 6, 2022 8:00 PM;67,820.25;68,609.75;789.50;49,056.25
Jan 6, 2022 8:00 PM;Jan 6, 2022 9:00 PM;65,273.75;66,507.25;1,233.50;43,717.75
Jan 6, 2022 9:00 PM;Jan 6, 2022 10:00 PM;62,368.50;63,269.25;900.75;39,382.00
Jan 6, 2022 10:00 PM;Jan 6, 2022 11:00 PM;60,537.25;62,721.50;2,184.25;37,207.00
Jan 6, 2022 11:00 PM;Jan 7, 2022 12:00 AM;57,753.50;61,295.00;3,541.50;33,498.00
Jan 7, 2022 12:00 AM;Jan 7, 2022 1:00 AM;54,435.75;58,302.75;3,867.00;29,184.25
Jan 7, 2022 1:00 AM;Jan 7, 2022 2:00 AM;52,843.25;57,665.00;4,821.75;26,600.00
Jan 7, 2022 2:00 AM;Jan 7, 2022 3:00 AM;51,918.00;56,729.75;4,811.75;24,279.25
Jan 7, 2022 3:00 AM;Jan 7, 2022 4:00 AM;52,091.00;56,970.50;4,879.50;23,250.75
Jan 7, 2022 4:00 AM;Jan 7, 2022 5:00 AM;53,793.75;58,406.50;4,612.75;24,297.50
Jan 7, 2022 5:00 AM;Jan 7, 2022 6:00 AM;56,616.25;60,116.50;3,500.25;26,327.00
Jan 7, 2022 6:00 AM;Jan 7, 2022 7:00 AM;62,022.00;64,161.25;2,139.25;29,530.00
Jan 7, 2022 7:00 AM;Jan 7, 2022 8:00 AM;67,298.25;68,658.25;1,360.00;33,546.25
Jan 7, 2022 8:00 AM;Jan 7, 2022 9:00 AM;70,496.50;71,537.50;1,041.00;36,324.50
Jan 7, 2022 9:00 AM;Jan 7, 2022 10:00 AM;72,317.25;72,821.75;504.50;37,892.25
Jan 7, 2022 10:00 AM;Jan 7, 2022 11:00 AM;73,058.25;74,107.00;1,048.75;38,163.75
Jan 7, 2022 11:00 AM;Jan 7, 2022 12:00 PM;73,870.25;74,756.50;886.25;38,712.75
Jan 7, 2022 12:00 PM;Jan 7, 2022 1:00 PM;74,038.75;74,326.50;287.75;40,073.00
Jan 7, 2022 1:00 PM;Jan 7, 2022 2:00 PM;72,164.00;72,469.25;305.25;40,023.75
Jan 7, 2022 2:00 PM;Jan 7, 2022 3:00 PM;71,270.50;71,986.25;715.75;42,043.75
Jan 7, 2022 3:00 PM;Jan 7, 2022 4:00 PM;70,694.75;70,927.00;232.25;44,034.75
Jan 7, 2022 4:00 PM;Jan 7, 2022 5:00 PM;70,894.25;71,453.75;559.50;45,563.50
Jan 7, 2022 5:00 PM;Jan 7, 2022 6:00 PM;72,445.75;72,609.25;163.50;47,357.75
Jan 7, 2022 6:00 PM;Jan 7, 2022 7:00 PM;71,422.75;71,568.50;145.75;47,643.25
Jan 7, 2022 7:00 PM;Jan 7, 2022 8:00 PM;69,095.25;69,240.25;145.00;46,135.50
Jan 7, 2022 8:00 PM;Jan 7, 2022 9:00 PM;65,299.00;65,554.50;255.50;42,923.75
Jan 7, 2022 9:00 PM;Jan 7, 2022 10:00 PM;62,161.75;62,491.50;329.75;40,611.00
Jan 7, 2022 10:00 PM;Jan 7, 2022 11:00 PM;59,666.75;60,543.50;876.75;39,293.75
Jan 7, 2022 11:00 PM;Jan 8, 2022 12:00 AM;56,399.25;57,623.50;1,224.25;37,443.25
Jan 8, 2022 12:00 AM;Jan 8, 2022 1:00 AM;53,252.25;55,027.50;1,775.25;34,692.75
Jan 8, 2022 1:00 AM;Jan 8, 2022 2:00 AM;51,067.50;53,332.00;2,264.50;33,181.75
Jan 8, 2022 2:00 AM;Jan 8, 2022 3:00 AM;50,128.25;52,938.50;2,810.25;32,670.50
Jan 8, 2022 3:00 AM;Jan 8, 2022 4:00 AM;50,051.75;52,582.25;2,530.50;32,724.00
Jan 8, 2022 4:00 AM;Jan 8, 2022 5:00 AM;49,586.75;50,968.00;1,381.25;33,331.75
Jan 8, 2022 5:00 AM;Jan 8, 2022 6:00 AM;49,655.25;51,129.25;1,474.00;33,020.00
Jan 8, 2022 6:00 AM;Jan 8, 2022 7:00 AM;50,806.25;52,359.25;1,553.00;33,826.50
Jan 8, 2022 7:00 AM;Jan 8, 2022 8:00 AM;53,035.75;53,533.50;497.75;35,963.50
Jan 8, 2022 8:00 AM;Jan 8, 2022 9:00 AM;56,322.75;56,654.00;331.25;37,877.50
Jan 8, 2022 9:00 AM;Jan 8, 2022 10:00 AM;60,166.00;60,340.75;174.75;40,461.25
Jan 8, 2022 10:00 AM;Jan 8, 2022 11:00 AM;62,031.50;62,146.50;115.00;40,655.75
Jan 8, 2022 11:00 AM;Jan 8, 2022 12:00 PM;63,588.00;63,868.00;280.00;39,807.25
Jan 8, 2022 12:00 PM;Jan 8, 2022 1:00 PM;63,754.75;64,086.50;331.75;37,720.00
Jan 8, 2022 1:00 PM;Jan 8, 2022 2:00 PM;62,702.25;63,236.25;534.00;34,847.25
Jan 8, 2022 2:00 PM;Jan 8, 2022 3:00 PM;61,766.00;62,492.50;726.50;33,439.50
Jan 8, 2022 3:00 PM;Jan 8, 2022 4:00 PM;61,997.75;62,531.50;533.75;34,416.50
Jan 8, 2022 4:00 PM;Jan 8, 2022 5:00 PM;63,694.00;64,019.75;325.75;34,592.75
Jan 8, 2022 5:00 PM;Jan 8, 2022 6:00 PM;67,344.25;67,431.25;87.00;35,659.75
Jan 8, 2022 6:00 PM;Jan 8, 2022 7:00 PM;67,640.75;67,930.00;289.25;33,661.50
Jan 8, 2022 7:00 PM;Jan 8, 2022 8:00 PM;65,648.25;66,276.75;628.50;29,967.25
Jan 8, 2022 8:00 PM;Jan 8, 2022 9:00 PM;62,516.25;63,698.75;1,182.50;25,595.00
Jan 8, 2022 9:00 PM;Jan 8, 2022 10:00 PM;59,698.00;61,400.25;1,702.25;21,998.25
Jan 8, 2022 10:00 PM;Jan 8, 2022 11:00 PM;58,375.25;60,605.50;2,230.25;21,295.00
Jan 8, 2022 11:00 PM;Jan 9, 2022 12:00 AM;55,561.75;59,615.00;4,053.25;18,869.00
Jan 9, 2022 12:00 AM;Jan 9, 2022 1:00 AM;52,435.00;56,563.00;4,128.00;16,605.00
Jan 9, 2022 1:00 AM;Jan 9, 2022 2:00 AM;50,339.75;55,127.25;4,787.50;15,956.50
Jan 9, 2022 2:00 AM;Jan 9, 2022 3:00 AM;49,038.00;53,154.00;4,116.00;16,823.25
Jan 9, 2022 3:00 AM;Jan 9, 2022 4:00 AM;48,267.50;52,816.00;4,548.50;17,118.25
Jan 9, 2022 4:00 AM;Jan 9, 2022 5:00 AM;48,582.50;53,547.00;4,964.50;18,519.25
Jan 9, 2022 5:00 AM;Jan 9, 2022 6:00 AM;48,279.25;52,859.25;4,580.00;19,137.25
Jan 9, 2022 6:00 AM;Jan 9, 2022 7:00 AM;48,122.25;52,284.75;4,162.50;17,798.00
Jan 9, 2022 7:00 AM;Jan 9, 2022 8:00 AM;49,974.50;53,732.25;3,757.75;19,672.50
Jan 9, 2022 8:00 AM;Jan 9, 2022 9:00 AM;52,754.50;54,919.25;2,164.75;22,845.00
Jan 9, 2022 9:00 AM;Jan 9, 2022 10:00 AM;56,630.25;58,057.50;1,427.25;27,009.75
Jan 9, 2022 10:00 AM;Jan 9, 2022 11:00 AM;59,041.00;59,873.50;832.50;29,522.25
Jan 9, 2022 11:00 AM;Jan 9, 2022 12:00 PM;61,166.00;61,578.00;412.00;31,574.50
Jan 9, 2022 12:00 PM;Jan 9, 2022 1:00 PM;61,105.00;61,291.25;186.25;32,948.25
Jan 9, 2022 1:00 PM;Jan 9, 2022 2:00 PM;59,132.50;59,376.75;244.25;32,851.25
Jan 9, 2022 2:00 PM;Jan 9, 2022 3:00 PM;57,761.00;57,931.75;170.75;34,587.25
Jan 9, 2022 3:00 PM;Jan 9, 2022 4:00 PM;57,171.75;57,399.75;228.00;37,054.50
Jan 9, 2022 4:00 PM;Jan 9, 2022 5:00 PM;58,727.75;59,086.75;359.00;40,597.00
Jan 9, 2022 5:00 PM;Jan 9, 2022 6:00 PM;62,192.75;62,350.75;158.00;45,539.75
Jan 9, 2022 6:00 PM;Jan 9, 2022 7:00 PM;62,832.75;63,002.25;169.50;47,518.00
Jan 9, 2022 7:00 PM;Jan 9, 2022 8:00 PM;60,940.75;61,104.75;164.00;46,542.50
Jan 9, 2022 8:00 PM;Jan 9, 2022 9:00 PM;58,231.50;58,686.00;454.50;44,736.00
Jan 9, 2022 9:00 PM;Jan 9, 2022 10:00 PM;56,014.75;56,223.50;208.75;43,671.50
Jan 9, 2022 10:00 PM;Jan 9, 2022 11:00 PM;55,117.00;55,677.50;560.50;44,217.00
Jan 9, 2022 11:00 PM;Jan 10, 2022 12:00 AM;52,342.50;53,598.50;1,256.00;42,590.75
Jan 10, 2022 12:00 AM;Jan 10, 2022 1:00 AM;50,289.50;53,024.75;2,735.25;41,990.25
Jan 10, 2022 1:00 AM;Jan 10, 2022 2:00 AM;48,776.50;51,843.75;3,067.25;41,709.75
Jan 10, 2022 2:00 AM;Jan 10, 2022 3:00 AM;48,447.00;51,997.75;3,550.75;42,464.25
Jan 10, 2022 3:00 AM;Jan 10, 2022 4:00 AM;48,780.75;51,766.00;2,985.25;43,806.75
Jan 10, 2022 4:00 AM;Jan 10, 2022 5:00 AM;50,251.75;52,857.25;2,605.50;45,976.00
Jan 10, 2022 5:00 AM;Jan 10, 2022 6:00 AM;54,189.25;56,182.00;1,992.75;50,334.00
Jan 10, 2022 6:00 AM;Jan 10, 2022 7:00 AM;62,175.75;62,613.50;437.75;58,752.50
Jan 10, 2022 7:00 AM;Jan 10, 2022 8:00 AM;68,744.25;68,908.25;164.00;65,493.50
Jan 10, 2022 8:00 AM;Jan 10, 2022 9:00 AM;72,357.75;72,471.25;113.50;69,119.00
Jan 10, 2022 9:00 AM;Jan 10, 2022 10:00 AM;72,629.00;72,750.00;121.00;68,486.50
Jan 10, 2022 10:00 AM;Jan 10, 2022 11:00 AM;72,872.00;73,010.25;138.25;67,142.50
Jan 10, 2022 11:00 AM;Jan 10, 2022 12:00 PM;73,301.50;73,308.75;7.25;66,343.50
Jan 10, 2022 12:00 PM;Jan 10, 2022 1:00 PM;73,415.25;73,433.25;18.00;66,200.25
Jan 10, 2022 1:00 PM;Jan 10, 2022 2:00 PM;72,594.50;72,642.75;48.25;66,004.50
Jan 10, 2022 2:00 PM;Jan 10, 2022 3:00 PM;71,392.00;71,450.00;58.00;66,357.00
Jan 10, 2022 3:00 PM;Jan 10, 2022 4:00 PM;70,955.75;71,112.00;156.25;67,861.25
Jan 10, 2022 4:00 PM;Jan 10, 2022 5:00 PM;71,238.50;71,303.00;64.50;69,201.25
Jan 10, 2022 5:00 PM;Jan 10, 2022 6:00 PM;73,926.75;74,008.25;81.50;71,731.50
Jan 10, 2022 6:00 PM;Jan 10, 2022 7:00 PM;73,795.75;73,836.25;40.50;71,144.00
Jan 10, 2022 7:00 PM;Jan 10, 2022 8:00 PM;72,025.00;72,147.00;122.00;68,922.50
Jan 10, 2022 8:00 PM;Jan 10, 2022 9:00 PM;67,958.50;68,201.25;242.75;64,737.00
Jan 10, 2022 9:00 PM;Jan 10, 2022 10:00 PM;64,165.25;64,751.75;586.50;60,855.75
Jan 10, 2022 10:00 PM;Jan 10, 2022 11:00 PM;61,228.00;62,620.75;1,392.75;57,828.00
Jan 10, 2022 11:00 PM;Jan 11, 2022 12:00 AM;57,664.75;60,303.50;2,638.75;54,020.75
Jan 11, 2022 12:00 AM;Jan 11, 2022 1:00 AM;55,792.50;60,726.50;4,934.00;51,623.00
Jan 11, 2022 1:00 AM;Jan 11, 2022 2:00 AM;54,168.50;59,229.00;5,060.50;49,787.50
